NAME CITY	LOCATION	IMAGE CITY	IMAGE FLAG	LAST VISIT	COLOR
Dar es-Salaam	"[-6.776, 39.178]"	https://snos.ro/media/cities/daressalaam.jpg	https://snos.ro/media/flags/TANZANIA.GIF	Feb-15	clr_visit
